Producto_A,Codigo_A,Producto_B,Codigo_B,Soporte_Conjunto_%,Confianza_%,Lift,Soporte_A_%,Soporte_B_%
JABON BANO VENZA 110 GS AVENA,750894642359,SODA GAMA 2 PACKS,753081009010,0.0,5.56,0.86,0.06,0.05
JABON BANO VENZA 110 GS AVENA,750894642359,BICARBONATO DE SODIO ROMERO T/12,7443008370073,0.0,5.56,0.86,0.06,0.05
CAFE 100 PURO QUETZAL,7441042800013,ATUN SARDIMAR LOMO TROCITOS 140G,7441002637789,0.0,2.08,0.86,0.16,0.02
FRIJOLES ROJOS MR MAXIMO 400G Z,7441057501417,MILANO LENGUA 250 GR,731701130115,0.0,4.55,0.86,0.07,0.04
CONSOME SABOR Y COLOR OFERTA,7613032575298,tang de fresa 13 g.,7622201393380,0.0,3.85,0.86,0.08,0.04
HOJA DE AFEIT ASTRA,3014260316297,RINSO ROSAS Y LILAS 1500G,7411000384602,0.0,2.08,0.86,0.16,0.02
GELATINA ROYAL FRESA 40G,7622300134037,POLVO HORNEAR VAINOL 100 GS,7441002011350,0.0,5.56,0.86,0.06,0.05
CERVEZA CORONA 355 ML,7503034941200,CERVEZA SOL LATA 355 ML,764009047939,0.0,2.44,0.86,0.13,0.02
GELATINA DIETX CEREZA,7441005692761,LINAZA MOLIDA,7441094102615,0.0,6.25,0.86,0.05,0.06
RANCHITAS RANCHO QUESO 70G,750894609758,PIZZEROLA TOSTY 175 GS,7441000724368,0.0,6.25,0.86,0.05,0.06
GELATINA DIETX CEREZA,7441005692761,FOSFOROS QUEZAL 1X10,7452100250077,0.0,6.25,0.86,0.05,0.06
GELATINA DIETX CEREZA,7441005692761,ZUKO MANGO 13gr,7503037746185,0.0,6.25,0.86,0.05,0.06
CONSOME SABOR Y COLOR OFERTA,7613032575298,ZUKO MARACUYA,7503037746222,0.0,3.85,0.86,0.08,0.04
CAFE 100 PURO QUETZAL,7441042800013,MILAN GALLITO MENTA 12 UNI,7441001620300,0.0,2.08,0.86,0.16,0.02
gomita manguis 20 grs,7569710051090,MILKA CARAMELO 100 GS,5998711723491,0.0,5.88,0.85,0.06,0.06
TUTO BLANCO 20GS,7702007040074,BANDEJA ALUMINIO HF 32X25CM,1530,0.0,5.88,0.85,0.06,0.06
SAL SOL  REFINADA AZUL 500GRS Z,7441003600102,DULCE TE 300 GRS,7441017910440,0.03,9.0,0.85,0.32,0.08
PAPAEL ALUMINIO POLIPAK 16 M. REP.,7441005624397,SERVILLETA PEPE 100und,7415603401124,0.01,18.18,0.85,0.04,0.17
SOPA  MARUCHAN CAMAR/PICA 64GR,41789001987,GATO ESPECIAL L FAVORITA,7443001260142,0.0,5.88,0.85,0.06,0.06
CUBITOS MAGGI DE POLLO CJT25,88169008457,DULCE TAPA GDE,7443008410014,0.0,10.0,0.85,0.03,0.09
empanada dulce de leche zarcereña,7443000400433,SEMILLA  AJONJOLI,7441094102134,0.0,5.88,0.85,0.06,0.06
TRULULU SABORES 90 GS,7702993028483,ZUKO SANDIA 13gr,7503037746130,0.0,5.88,0.85,0.06,0.06
SAL SOLAR 500GS     Z,7441003600300,ZUKO DURAZNO 13gr,7503037746109,0.01,3.77,0.85,0.17,0.04
BIG ROJA 3 litros,7445072006681,SALSA LIZANO SUAVE PLAST 280ML,7411000344897,0.0,3.45,0.85,0.09,0.03
Frijol negro tiempo 800 g Z,7441006005188,TACO TORNITOS 180 GS,750894612642,0.0,10.0,0.85,0.03,0.09
PASTA COLGATE ANTICARIES 50 ML Z,7501035911567,pimienta y comino esp paraiso,7441094102943,0.01,7.89,0.85,0.12,0.07
BADIA SAZON COMPLETA 49.6G,33844000998,BISCOCHO PALMAREÑO 100 GM.,7441155901522,0.0,3.45,0.85,0.09,0.03
PAREJITA DOS PINOS,7441001610240,MANTECADO LOS CLAVOS 80 GS,7443030900026,0.0,5.88,0.85,0.06,0.06
TROPICAL MIXTO DE FRUTAS 2.5 L.,764009048677,TOALLA X1 COCINA JAPPYKLUB UNIDAD,7404004205271,0.01,6.9,0.85,0.09,0.06
TROPICAL MIXTO DE FRUTAS 2.5 L.,764009048677,PROTEX LIMPIEZA PROFUNDA,99176922575,0.0,3.45,0.85,0.09,0.03
MORTADELA CON CHILE DULCE 125,7441008931928,POFFIS 300G,7441001006371,0.0,1.72,0.85,0.19,0.02
MORTADELA CON CHILE DULCE 125,7441008931928,SALSA RANCHERA PEQ.,731701014972,0.0,1.72,0.85,0.19,0.02
SALSA LIZANO 135ML,747627005109,xBASTON DE CARAMELO JELLY BEANS WALLY NAVIDAD 10X12,6957342914950,0.0,1.72,0.85,0.19,0.02
MORTADELA CON CHILE DULCE 125,7441008931928,LEXUS MANI 180G 1X24 PVC,8699462605964,0.0,1.72,0.85,0.19,0.02
MORTADELA CON CHILE DULCE 125,7441008931928,TROZOS DE HIGADO DE POLLO EN SALSA POUCHE 100 G,7441007802786,0.0,1.72,0.85,0.19,0.02
PAPA GAJO SAZONADA AJO/HIERBAS 400 GS,916,JABON PROTEX  ALOE,99176922384,0.0,3.45,0.85,0.09,0.03
SUERO ELECTROLIT MORA AZUL 625 ML,7501125196102,Lays original 190g,721282406679,0.0,3.45,0.85,0.09,0.03
ESPONJA Evita,757962009212,MAICENA A GRANEL 500 GS SUPER AMERICA 1,2721,0.01,20.0,0.85,0.03,0.19
CHOKIS CHOCOBASE 73.5g,721282410102,MORTADELA CON CHILE DULCE 125,7441008931928,0.0,20.0,0.85,0.02,0.19
CURRY MOLIDO,7441094102493,SEMILLA  AJONJOLI,7441094102134,0.0,5.88,0.85,0.06,0.06
SOPA  MARUCHAN CAMAR/PICA 64GR,41789001987,CERVEZA TOÑA LATA,702596940127,0.0,5.88,0.85,0.06,0.06
empanada dulce de leche zarcereña,7443000400433,TRIGO SUP. SUAV 10 UD.,7441000713812,0.0,5.88,0.85,0.06,0.06
PAPA GAJO SAZONADA AJO/HIERBAS 400 GS,916,GALLETA ARTESANA CUETARA COCO 300 GS,755111685133,0.0,3.45,0.85,0.09,0.03
SALSA LIZANO 135ML,747627005109,CEREAL BARRA 6,7441001002625,0.0,1.72,0.85,0.19,0.02
SALSA LIZANO 135ML,747627005109,CHIKY CHOC. 12,86581010881,0.0,1.72,0.85,0.19,0.02
SALSA LIZANO 135ML,747627005109,JABON PROTEX  ALOE,99176922384,0.01,3.45,0.85,0.19,0.03
SALSA LIZANO 135ML,747627005109,SALSA TOMATE KERNS FLEX 114 GR,88313330182,0.0,1.72,0.85,0.19,0.02
MUSLITO KIMBY EMPANIZADO A GRANEL,3738,vitamaiz  200 g.,7441031803032,0.0,3.45,0.85,0.09,0.03
PAPA GAJO SAZONADA AJO/HIERBAS 400 GS,916,PECHUGUITAS KRISPY REY,7401004625245,0.0,3.45,0.85,0.09,0.03
PAPA GAJO SAZONADA AJO/HIERBAS 400 GS,916,DUKETAS 1K,7443003020744,0.0,3.45,0.85,0.09,0.03
TROPICAL MIXTO DE FRUTAS 2.5 L.,764009048677,YOGURT DOS PINOS COCO 125 GS,7441001616136,0.0,3.45,0.85,0.09,0.03
HOJA LAUREL,7441094102554,GALLETA COCANAS PAQ8 UNIDADES,7441163401786,0.01,3.77,0.85,0.17,0.04
frijol don pedro rojos 800 gr.,7441037918037,PASTA COLGATE ANTICARIES 50 ML Z,7501035911567,0.02,13.16,0.85,0.12,0.12
PASTILLA MENTA,7441001620973,PALILLOS DE QUESO DEL VALLE,7443001260401,0.0,1.72,0.85,0.19,0.02
Paquita condensada,7441134014021,HELADOS PAQUITA COCO SENSACION,3010403,0.03,15.09,0.85,0.17,0.14
TUTO BLANCO 20GS,7702007040074,PERLA DIANA,748757005908,0.0,5.88,0.85,0.06,0.06
MILKA CARAMELO 100 GS,5998711723491,NAV BOLSA REGALO CON RELIEVE 32X26X10 480/CJ,6624035002040,0.0,5.88,0.85,0.06,0.06
PASTA COLGATE ANTICARIES 50 ML Z,7501035911567,bokita clud extra original,7441163406637,0.01,7.89,0.85,0.12,0.07
TROPICAL MIXTO DE FRUTAS 2.5 L.,764009048677,GELATINA ROYAL LIMON BOLS80GRS,7622300718923,0.0,3.45,0.85,0.09,0.03
TROPICAL MIXTO DE FRUTAS 2.5 L.,764009048677,ESCOBA ETERNA JUMBO,7441040001528,0.0,3.45,0.85,0.09,0.03
BARRA GRANOLA SOFT&CHEWY 24gr,96619313952,Deposito envase Coca - Fantas 2.5 L,1008,0.0,3.45,0.85,0.09,0.03
MUSLITO KIMBY EMPANIZADO A GRANEL,3738,gomita diana pequeña,748757006158,0.0,3.45,0.85,0.09,0.03
GALLETA CREMA MIXTA UND,86581015084,FRIJOLES LIZANO NEGROS 227GRS,7411000341063,0.0,3.45,0.85,0.09,0.03
SALSA LIZANO 135ML,747627005109,ATUN VEGETALES 3 PACK 140 G.,7441002645135,0.0,1.72,0.85,0.19,0.02
PAPAS  KIT CEBOLLA,7441107100263,PAPA GAJO SAZONADA COUNTRY 400 GS,8063,0.0,3.45,0.85,0.09,0.03
PAPAS PARA FREIR 500G,53,SALSA ROSADA CAMPESTRE 200G,769470002715,0.01,1.72,0.85,0.38,0.02
SEMILLA  AJONJOLI,7441094102134,SALSA TOMATE BANQUETE 100GR,735051007127,0.0,5.88,0.85,0.06,0.06
ZIBAS QUESO 26 GS,750894611799,JAMON PRENSADO 250 GS,7441001635595,0.0,3.45,0.85,0.09,0.03
FRIJOL NEGRO .800 GRS MAXIMO Z,7441057502797,MORA CONGELADA  500gr,554,0.01,18.18,0.85,0.04,0.17
VASO FESTIVAL Nº9,7441005620443,MAYONESA HELLMANNS LIMON 200G,7411000309667,0.0,1.72,0.85,0.19,0.02
VASO FESTIVAL Nº9,7441005620443,SALSA LIZANO SUAVE PLAST 280ML,7411000344897,0.01,3.45,0.85,0.19,0.03
Dinos 80g,7702993048177,HELADO CERO GRADOS DOS PINOS,7441001610097,0.0,5.88,0.85,0.06,0.06
SALSA LIZANO 135ML,747627005109,papel aluminio 30m,9090400190006,0.0,1.72,0.85,0.19,0.02
SALSA LIZANO 135ML,747627005109,FIDEO ROMA TORNILLO  250GR,731701001408,0.0,1.72,0.85,0.19,0.02
SALSA LIZANO 135ML,747627005109,SUAVITEL ADI/PLA/PRIMAVERAL450,99176231875,0.0,1.72,0.85,0.19,0.02
SALSA LIZANO 135ML,747627005109,roma ketchup doy pack 106 g,731701017324,0.0,1.72,0.85,0.19,0.02
SALSA LIZANO 135ML,747627005109,PRINCE PLUMAS QUESO Y BROCOLI,731701045495,0.0,1.72,0.85,0.19,0.02
GALLETA CREMA MIXTA UND,86581015084,Oreo Cookies and Cream unidad,7702133006661,0.0,3.45,0.85,0.09,0.03
gelatina corazon wally  un.,6957342989095,TAQUERITOS DRAGON DE FUEGO YUMMIES 50 GS,750894613366,0.0,3.45,0.85,0.09,0.03
palomitas tosty mantequilla,7441000719647,REFRESCO FRESCA TORONJA 1.5 LI,7441003545724,0.0,10.0,0.85,0.03,0.09
palomitas tosty mantequilla,7441000719647,Popi quseo cheddar 85g,7441001020070,0.0,10.0,0.85,0.03,0.09
PAPA GAJO SAZONADA AJO/HIERBAS 400 GS,916,SUAVISANTE TERSO 720 ML,7406171029988,0.0,3.45,0.85,0.09,0.03
VASO FESTIVAL Nº9,7441005620443,MASA DOÑAREPA MAIZ AMARILLO 1K,7702020211093,0.0,1.72,0.85,0.19,0.02
VASO FESTIVAL Nº9,7441005620443,one plus granola y mandarina,7441171100923,0.0,1.72,0.85,0.19,0.02
VASO FESTIVAL Nº9,7441005620443,TROPICAL TE CERO FRUTAS 2.5 L,764009032027,0.0,1.72,0.85,0.19,0.02
VASO FESTIVAL Nº9,7441005620443,PALETA WALLY DONUTS FLUOROCENTE + TATUAJE,6957342993092,0.0,1.72,0.85,0.19,0.02
VASO FESTIVAL Nº9,7441005620443,BANDEJA PLASTICA  #4,642348,0.0,1.72,0.85,0.19,0.02
VASO FESTIVAL Nº9,7441005620443,FLEN HIG. UNITARIO 800 HOJAS,7441057265784,0.01,5.17,0.85,0.19,0.05
SUAVISANTE TERSO 720 ML,7406171029988,TROPICAL MIXTO DE FRUTAS 2.5 L.,764009048677,0.0,10.0,0.85,0.03,0.09
TORTA DE POLLO EMP. LA GRANJA 2350 GS,7441001638664,TACO TORNITOS 180 GS,750894612642,0.0,10.0,0.85,0.03,0.09
AGUA ALMA 600 ML,7441001638725,MENTOS FRUTAS 11 UN,75068318,0.0,3.45,0.85,0.09,0.03
SMIRNOFF SPICY TAMARINDO 350 ML LATA,764009055361,Oka rosada nanos,7702993049051,0.0,5.88,0.85,0.06,0.06
DULCE TAPA GDE,7443008410014,"MOLDE ALUMINIO 25X14,6",9090901170002,0.0,3.45,0.85,0.09,0.03
PAPA GAJO SAZONADA AJO/HIERBAS 400 GS,916,MARGARI NUMAR LIVI TAZA 227 . Z,751963130302,0.0,3.45,0.85,0.09,0.03
SAL SOLAR 500GS     Z,7441003600300,FRIJOL NEGRO .800 GRS MAXIMO Z,7441057502797,0.01,3.77,0.85,0.17,0.04
PALETA  FIGURA NAVIDAD,6976685700600,gomita diana pequeña,748757006158,0.0,3.45,0.85,0.09,0.03
platano verde salado 90 grs cervanteña,7443033150046,MILKA ALPINE MILK 90 GS,7622202273452,0.0,3.45,0.85,0.09,0.03
Anis estrella  ESpecies molina,7441094102356,SALSA TOMATE BANQUETE 100GR,735051007127,0.0,5.88,0.85,0.06,0.06
PALILLOY-ROSQUILLAS CHAVES,7441020016221,SALSA LIZANO PICANTE MEDIO 280 ML,7411000374023,0.01,4.48,0.85,0.22,0.04
AGUA ALMA 600 ML,7441001638725,GALLETA SOYA VAINILLA 45 GS C.D,7443001141236,0.0,3.45,0.85,0.09,0.03
Curcuma especies Molina,7441094103001,SEMILLA  AJONJOLI,7441094102134,0.0,5.88,0.85,0.06,0.06
ALBAHACA  MOLIDA,7441094102462,HOJA LAUREL,7441094102554,0.01,18.18,0.85,0.04,0.17
TOALLA COCINA JAPPY KLUB 3 UDS,7404004205288,SALSA TOMATE BANQUETE 100GR,735051007127,0.0,5.88,0.85,0.06,0.06
PASTILLA TERROR FLORAL 50 GS,748928001241,SERVILLETA PEPE 100und,7415603401124,0.01,18.18,0.85,0.04,0.17
PAPA GAJO SAZONADA AJO/HIERBAS 400 GS,916,PASTA ROMA FETUCCINE 250 GS,731701018147,0.0,3.45,0.85,0.09,0.03
TRIGO SUP. SUAV 10 UD.,7441000713812,TOALLA COCINA JAPPY KLUB 3 UDS,7404004205288,0.0,5.88,0.85,0.06,0.06
GATO ESPECIAL L FAVORITA,7443001260142,MANTECADO LOS CLAVOS 80 GS,7443030900026,0.0,5.88,0.85,0.06,0.06
TRIGO SUP. SUAV 10 UD.,7441000713812,MASA JUANA  AMARILLO 1K,7441000712372,0.0,5.88,0.85,0.06,0.06
carne doyb pak 210 grs,731701016181,DULCE TAPA GDE,7443008410014,0.0,10.0,0.85,0.03,0.09
CURRY MOLIDO,7441094102493,ZUKO SANDIA 13gr,7503037746130,0.0,5.88,0.85,0.06,0.06
PROTEX LIMPIEZA PROFUNDA,99176922575,MTSATRI62 TRIDENT CHICLE 5S TUTI FRUTTI 8G 21PAQUETITOS/DISPL 32DISPL/C 70C/T DISPL,7895800430002,0.0,10.0,0.85,0.03,0.09
Anis estrella  ESpecies molina,7441094102356,SEMILLA  AJONJOLI,7441094102134,0.0,5.88,0.85,0.06,0.06
MAQUINA AFEITAR PRESTOBARBA 3,7702018880409,FRIJOLES ROJOS  MOLIDO 227 GS.,7411000345061,0.01,2.06,0.85,0.31,0.02
MAQUINA AFEITAR PRESTOBARBA 3,7702018880409,CHALUPAS PAPICAR,768965021231,0.01,2.06,0.85,0.31,0.02
PASTILLA MENTA,7441001620973,CARNE POUCHE POLLO 100 GS SUPER PERRO,7441007802397,0.0,1.72,0.85,0.19,0.02
PINGUINO TRIPLE,7441029519327,HELADO CERO GRADOS DOS PINOS,7441001610097,0.0,5.88,0.85,0.06,0.06
PINGUINO TRIPLE,7441029519327,MANTECADO LOS CLAVOS 80 GS,7443030900026,0.0,5.88,0.85,0.06,0.06
TORTA DE POLLO EMP. LA GRANJA 2350 GS,7441001638664,TROPICAL MIXTO DE FRUTAS 2.5 L.,764009048677,0.0,10.0,0.85,0.03,0.09
AGUA ALMA 600 ML,7441001638725,HALLS STRONG LYPTUS,7622202015212,0.0,3.45,0.85,0.09,0.03
Anis estrella  ESpecies molina,7441094102356,Dinos 80g,7702993048177,0.0,5.88,0.85,0.06,0.06
DETERGENTE FORT 3 1250 GS PLUS,748928011905,BIG ROJA 3 litros,7445072006681,0.0,10.0,0.85,0.03,0.09
BAMBU PINA COLADA 355 ML,764009047984,BEBIDA DAIQUIRI FRESA 473 ML,764009024497,0.01,5.88,0.85,0.11,0.06
DULCE TAPA GDE,7443008410014,SALSA LIZANO SUAVE PLAST 280ML,7411000344897,0.0,3.45,0.85,0.09,0.03
MAICENA A GRANEL 500 GS SUPER AMERICA 1,2721,MONEDERO D/ FLOR  PC0907-9  1440/CJ  x002,2025090907009,0.0,1.72,0.85,0.19,0.02
MAICENA A GRANEL 500 GS SUPER AMERICA 1,2721,MASA DOÑAREPA MAIZ AMARILLO 1K,7702020211093,0.0,1.72,0.85,0.19,0.02
MAICENA A GRANEL 500 GS SUPER AMERICA 1,2721,MIEL ABEJA 250 GRS,730345000198,0.0,1.72,0.85,0.19,0.02
MAICENA A GRANEL 500 GS SUPER AMERICA 1,2721,BANDEJA PLASTICA  #4,642348,0.0,1.72,0.85,0.19,0.02
GATO ESPECIAL L FAVORITA,7443001260142,malvavisco Crismelos 150 gs,760203005591,0.0,5.88,0.85,0.06,0.06
GATO ESPECIAL L FAVORITA,7443001260142,ELECTROLIC DE COCO 625 ML.,7501125168345,0.0,5.88,0.85,0.06,0.06
GATO ESPECIAL L FAVORITA,7443001260142,SEMILLA  AJONJOLI,7441094102134,0.0,5.88,0.85,0.06,0.06
MAICENA A GRANEL 500 GS SUPER AMERICA 1,2721,VANISH QUITA MANCHA ROSADO 100ML,7702626214863,0.0,1.72,0.85,0.19,0.02
MAICENA A GRANEL 500 GS SUPER AMERICA 1,2721,CREMOR,7441094102653,0.01,3.45,0.85,0.19,0.03
GALLETA POZUELO BOKITAS P/12,86581002336,ZUKO SANDIA 13gr,7503037746130,0.0,5.88,0.85,0.06,0.06
desotres fresh,99176918431,MASA JUANA  AMARILLO 1K,7441000712372,0.0,5.88,0.85,0.06,0.06
desotres fresh,99176918431,ZUKO SANDIA 13gr,7503037746130,0.0,5.88,0.85,0.06,0.06
ROMPOPE CORONADO CACIQUE 1 L.,7441013504261,GALLETA MISABOR MANTEQUILLA 1140 GS,7441010664289,0.01,5.88,0.85,0.11,0.06
CERVEZA TOÑA LATA,702596940127,BEBIDA DAIQUIRI FRESA 473 ML,764009024497,0.0,5.88,0.85,0.06,0.06
MARGARI NUMAR LIVI TAZA 227 . Z,751963130302,TROPICAL MIXTO DE FRUTAS 2.5 L.,764009048677,0.0,10.0,0.85,0.03,0.09
Popi quseo cheddar 85g,7441001020070,NEVAX MAXI RES. 3+1 ECONOROLLO,7441057267672,0.0,3.45,0.85,0.09,0.03
Popi quseo cheddar 85g,7441001020070,TAQUITOS 170G,7441000719746,0.0,3.45,0.85,0.09,0.03
HALLS STRONG LYPTUS,7622202015212,SUERO ELECTROLIT MORA AZUL 625 ML,7501125196102,0.0,10.0,0.85,0.03,0.09
MARSMELO CHOCALE 35 GS,760203008226,SEMILLA  AJONJOLI,7441094102134,0.0,5.88,0.85,0.06,0.06
desotres fresh,99176918431,TOALLA COCINA JAPPY KLUB 3 UDS,7404004205288,0.0,5.88,0.85,0.06,0.06
GALLETA POZUELO BOKITAS P/12,86581002336,desotres fresh,99176918431,0.0,5.88,0.85,0.06,0.06
MANI CHOCOLATE PRO 70 GS,7441005711516,Popi quseo cheddar 85g,7441001020070,0.0,10.0,0.85,0.03,0.09
MANI CHOCOLATE PRO 70 GS,7441005711516,MTSATRI62 TRIDENT CHICLE 5S TUTI FRUTTI 8G 21PAQUETITOS/DISPL 32DISPL/C 70C/T DISPL,7895800430002,0.0,10.0,0.85,0.03,0.09
PERLA DIANA,748757005908,sandia gomitas,7569710100354,0.0,5.88,0.85,0.06,0.06
GALLETA POZUELO BOKITAS P/12,86581002336,MASA JUANA  AMARILLO 1K,7441000712372,0.0,5.88,0.85,0.06,0.06
magnecia rey,7441013106014,SUERO ELECTROLIT MORA AZUL 625 ML,7501125196102,0.01,10.0,0.85,0.06,0.09
GOMITA GUZZY,7569710015382,GUARO CACIQUE 1000ML,762288000010,0.0,10.0,0.85,0.03,0.09
GUARO CACIQUE 1000ML,762288000010,vitamaiz  200 g.,7441031803032,0.0,3.45,0.85,0.09,0.03
gomita diana pequeña,748757006158,TROPICAL MIXTO DE FRUTAS 2.5 L.,764009048677,0.0,10.0,0.85,0.03,0.09
HELADO MINI SANDWICH D.P.,7441001610646,HELADO PINTA COMBINADO 272 G.,7441001609718,0.0,1.72,0.85,0.19,0.02
MAICENA A GRANEL 500 GS SUPER AMERICA 1,2721,REFRESCO TROPICAL TE LIMON1000,764009010674,0.0,1.72,0.85,0.19,0.02
ZANAHORIA,516,MARSHMALLOW STARS QUAKER 377G,803275000528,0.01,2.42,0.85,0.4,0.02
TOALLA COCINA JAPPY KLUB 3 UDS,7404004205288,TANG LIMON 13 GS,7622202008481,0.0,5.88,0.85,0.06,0.06
TOALLA COCINA JAPPY KLUB 3 UDS,7404004205288,MASA JUANA  AMARILLO 1K,7441000712372,0.0,5.88,0.85,0.06,0.06
CAFE VOLIO 125 G Z,7441003400115,tableta rellena guayaba,7441001630293,0.0,3.45,0.85,0.09,0.03
CAFE VOLIO 125 G Z,7441003400115,kit kat 41.5 g.,7891000248768,0.0,3.45,0.85,0.09,0.03
CAFE VOLIO 125 G Z,7441003400115,BISCOCHO PALMAREÑO 100 GM.,7441155901522,0.0,3.45,0.85,0.09,0.03
ELECTROLIT MARACUYA 625 ML,7502268547059,SUERO ELECTROLIT MORA AZUL 625 ML,7501125196102,0.0,10.0,0.85,0.03,0.09
GALLETA POZUELO BOKITAS P/12,86581002336,TRIGO SUP. SUAV 10 UD.,7441000713812,0.0,5.88,0.85,0.06,0.06
GALLETA POZUELO BOKITAS P/12,86581002336,TOALLA COCINA JAPPY KLUB 3 UDS,7404004205288,0.0,5.88,0.85,0.06,0.06
ESPONJA Evita,757962009212,TROPICAL MIXTO DE FRUTAS 2.5 L.,764009048677,0.0,10.0,0.85,0.03,0.09
ROSCA DE QUESO LA AVRILITA 180 GS,7443039120005,TROPICAL MIXTO DE FRUTAS 2.5 L.,764009048677,0.0,10.0,0.85,0.03,0.09
ENSALADAS INOCUAS VARGAS,1238652,ph. delsey 2 preg. 12x4,7441008102342,0.01,2.06,0.85,0.63,0.02
TE FRIO LIMON 3 LT,7441001606694,PASTA TOMATE ROMA 210 GS,731701017393,0.01,4.49,0.85,0.29,0.04
MEZCLA RICA PARA ROMPOPE 170G,7441005612462,Popi quseo cheddar 85g,7441001020070,0.0,10.0,0.85,0.03,0.09
ARROZ TIO PELON 99% 1.8K Z,226,ACEITE CLOVER 900 ML,751963311268,0.01,5.19,0.85,0.25,0.05
SODA POZUELO X 21 UD,7441163407054,CREMA COLGATE 22 ML,7509546039152,0.01,3.77,0.85,0.17,0.04
HELADO MINI SANDWICH D.P.,7441001610646,SALSA ROSADA CAMPESTRE 200G,769470002715,0.0,1.72,0.85,0.19,0.02
BADIA PIMIENTA NEGRA MOL,33844000240,PAN BIMBO INTEGRAL GRANDE 700GS,7441029500110,0.01,18.18,0.85,0.04,0.17
ron bacardi carta oro 200 ml,7610113009499,SPLENDA  1X50 SOBRES,657,0.01,10.71,0.85,0.09,0.1
SUERO ELECTROLIT MORA AZUL 625 ML,7501125196102,CHOCOPAQ SENSACION,7441134015011,0.0,3.45,0.85,0.09,0.03
CURRY MOLIDO,7441094102493,SALSA TOMATE BANQUETE 100GR,735051007127,0.0,5.88,0.85,0.06,0.06
BANDEJA ALUMINIO HF 32X25CM,1530,MOLDE DE ALUMINIO 46cmx35X8,9071105430000,0.0,5.88,0.85,0.06,0.06
Oka rosada nanos,7702993049051,confite oka loka nanos,7702993049082,0.0,5.88,0.85,0.06,0.06
gomita manguis 20 grs,7569710051090,Oka rosada nanos,7702993049051,0.0,5.88,0.85,0.06,0.06
REFRESCO TROPICAL TE LIMO 500M,764009002129,MTSATRI62 TRIDENT CHICLE 5S TUTI FRUTTI 8G 21PAQUETITOS/DISPL 32DISPL/C 70C/T DISPL,7895800430002,0.0,10.0,0.85,0.03,0.09
HELADO PAQUITA CHICLE SENSACION,7441134014069,GALLETA GRIEGA SABOR A BESITOS 200 GS,7441005170023,0.0,2.04,0.84,0.16,0.02
DETERGENTE ORIX BICARBONATO 450 GS,748928012100,SOPA MAGGI OLLA DE CARNE 40G,7613032739690,0.01,16.67,0.84,0.04,0.16
PAPIOLAS CASERAS 30 GS,7441000728885,helado paleta tapita 85 gs,7441001642678,0.0,7.14,0.84,0.05,0.07
FIBRA CONSTRASTE  C/FUNDA,757962010096,TANG PONCHE DE FRUTAS,7622201393359,0.0,7.14,0.84,0.05,0.07
ZUKO TE FRIO LIMON 13gr,7503037746420,CANDELA BENGALA 1X12,7441005625011,0.01,9.52,0.84,0.07,0.09
ZUKO TE FRIO LIMON 13gr,7503037746420,MAYONESA LIZANO C/LIMON 100GRS,747627150038,0.0,4.76,0.84,0.07,0.05
ZUKO TE FRIO LIMON 13gr,7503037746420,OFERTA UNOX  6X5,7411000392461,0.0,4.76,0.84,0.07,0.05
PEPINO,512,DESOD SANIT TRONEX VAINI/ALAMB,7441005617818,0.0,1.69,0.84,0.19,0.02
PAWERADE 400 ML,7441003596061,ACEITE CLOVER SOYA 1.5 LTR,751963310711,0.0,4.76,0.84,0.07,0.05
HELADO PAQUITA CHICLE SENSACION,7441134014069,3 Pack bacterion aloe,7443010584369,0.0,2.04,0.84,0.16,0.02
FIBRA CONSTRASTE  C/FUNDA,757962010096,BOMBA 200G,7441094102905,0.0,7.14,0.84,0.05,0.07
Encanto 3 pack toalla,7416502202423,CHAYOTE TIERNO UNIDAD,506,0.0,20.0,0.84,0.02,0.19
ZUKO TE FRIO LIMON 13gr,7503037746420,FIBRA CONSTRASTE  C/FUNDA,757962010096,0.0,4.76,0.84,0.07,0.05
ARROZ TIO PELON 99% 4K Z,7441006002279,LECHE CONDENSADA NESTLE 395G,7802950062809,0.01,10.53,0.84,0.06,0.1
DETODITO 105 GS,721282404804,SOBRE DE 5 U. DE RES MAGGI CONSOME,8445291259416,0.0,7.14,0.84,0.05,0.07
CHAYOTE TIERNO UNIDAD,506,SARDINA LA SIRENA TOMATE 155G,28571000687,0.01,3.39,0.84,0.19,0.03
CEREZA DIANA,748757005892,helado paleta tapita 85 gs,7441001642678,0.0,7.14,0.84,0.05,0.07
CEREZA DIANA,748757005892,Barrilete Choco Marsmellos,7702993046180,0.0,7.14,0.84,0.05,0.07
CHAYOTE TIERNO UNIDAD,506,FIDEO ROMA TORNILLO  250GR,731701001408,0.0,1.69,0.84,0.19,0.02
CHAYOTE TIERNO UNIDAD,506,PAPRIKA,7441094102479,0.01,5.08,0.84,0.19,0.05
PAPEL CHINA COLORES,21,SUPER COCO BARRA 23gr,7702993053690,0.0,1.69,0.84,0.19,0.02
HELADO PAQUITA CHICLE SENSACION,7441134014069,miel de abeja la reina 150 g,7441089500044,0.0,2.04,0.84,0.16,0.02
MERINDA PINA 3 L,764009006042,MONSTER ULTRA 473 ML,70847019848,0.01,13.33,0.84,0.05,0.13
BOLSA REGALO CARTUL/KRAFT 20X15X7 51106-67,8998511060670,PAPEL CHINA COLORES,21,0.0,20.0,0.84,0.02,0.19
